dane1;eng1;dane2;eng2;key;Octant Code;Item Code;"CSIV Item: ""How important is it that...""";questions;labels
HSNS_9;;skala4_r52;PICD_52;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Wydaję pieniądze na przyjemności, nawet kiedy mam niezapłacone rachunki.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
HSNS_10;;skala4_r53;PICD_53;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Nie odczuwam emocji tak silnie, jak inni ludzie.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_1;;skala4_r54;PICD_54;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Byłbym dobrym żołnierzem, ponieważ nie przejmowałbym się tym, że kogoś krzywdzę.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_2;;skala4_r55;PICD_55;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Zwykle jestem bardzo uważny i ostrożny.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_3;;skala4_r56;PICD_56;NEGATIVE_AFECT;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Moje nastroje zmieniają się dużo częściej niż u innych ludzi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_4;;skala4_r57;PICD_57;DISINHIBITION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Kiedy nad czymś pracuję, nie trzymam się żadnych planów ani instrukcji.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_5;;skala4_r58;PICD_58;ISOLATION;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - W sytuacjach społecznych jestem zawsze samotnikiem.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_6;;skala4_r59;PICD_59;DYSSOCIALITY;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Skutecznie oszukiwałem innych i manipulowałem nimi.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_7;;skala4_r60;PICD_60;ANANKASTIA;;;;Proszę przeczytaj każde stwierdzenie i wskaż odpowiedź, która najlepiej opisuje Twoją zgodę lub niezgodę z nim: - Bardzo podoba mi się motto „pomyśl, zanim coś zrobisz”.;1:1 zdecydowanie nie zgadzam się z tym stwierdzeniem, 2:2 nie zgadzam się, 3:3 ani się zgadzam ani nie zgadzam, 4:4 zgadzam się, 5:5 zdecydowanie zgadzam się z tym stwierdzeniem
IJZ_8;;skala5_r1;HSNS_1;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Myślenie o moich osobistych sprawach, moim zdrowiu, moich troskach czy moich relacjach z innymi potrafi mnie całkowicie pochłonąć.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_9;;skala5_r2;HSNS_2;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Moje uczucia łatwo urazić drwiną czy lekceważącymi uwagami ze strony innych.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_10;;skala5_r3;HSNS_3;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Kiedy wchodzę do pokoju, często czuję, że staję się obiektem uwagi innych i czuję ich wzrok na sobie.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_11;;skala5_r4;HSNS_4;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Nie lubię dzielić się zasługami z innymi.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_12;;skala5_r5;HSNS_5;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Czuję, że i bez troszczenia się o kłopoty innych ludzi mam wystarczająco dużo na głowie.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_13;;skala5_r6;HSNS_6;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Czuję, że temperamentalnie jestem inny od większości ludzi.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_14;;skala5_r7;HSNS_7;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Często interpretuję uwagi innych w osobisty sposób.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_15;;skala5_r8;HSNS_8;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Łatwo pochłaniają mnie moje własne sprawy i zapominam o istnieniu innych.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_16;;skala5_r9;HSNS_9;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - Nie lubię przebywać z grupą, chyba że wiem, że jestem doceniany przez co najmniej jednego z obecnych.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_17;;skala5_r10;HSNS_10;hyper_sensitivity_narcissm;;;;Odpowiedz na poniższe pytania decydując w jakim stopniu poszczególne stwierdzenia są charakterystyczne: - W środku irytuje mnie lub denerwuje kiedy inni ludzie przychodzą do mnie z problemami, prosząc mnie o mój czas i współczucie.;1:1 bardzo nietypowe lub nieprawdziwe, zupełnie się nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupełnie się zgadzam
IJZ_18;;skala6_r1;IJZ_1;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz zgłosić się do tej osoby po radę w sytuacji problemowej?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
IJZ_19;;skala6_r2;IJZ_2;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często musisz ciężko pracować, aby uniknąć konfliktu z tą osobą?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
IJZ_20;;skala6_r3;IJZ_3;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz liczyć na pomoc tej osoby, kiedy masz problem?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
IJZ_21;;skala6_r4;IJZ_4;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba sprawia, że czasami czujesz się zdenerwowany?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
IJZ_22;;skala6_r5;IJZ_5;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz spodziewać się, że ta osoba udzieli Ci szczerych informacji, nawet jeśli nie chcesz ich słuchać?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
IJZ_23;;skala6_r6;IJZ_6;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba sprawia, że czujesz się winny?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_1;;skala6_r7;IJZ_7;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak myślisz, w jakim stopniu możesz liczyć na pomoc tej osoby w przypadku śmierci bliskiego członka Twojej rodziny?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_2;;skala6_r8;IJZ_8;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo ta osoba chce, abyś się zmienił?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_3;;skala6_r9;IJZ_9;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak pozytywną rolę ta osoba odgrywa w Twoim życiu?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_4;;skala6_r10;IJZ_10;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak znacząca jest ta relacja w Twoim życiu?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_5;;skala6_r11;IJZ_11;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak myślisz, jak bliski będzie Twój związek z tą osobą za 10 lat?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_6;;skala6_r12;IJZ_12;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo tęskniłbyś za tą osobą, gdybyście oboje nie rozmawiali ze sobą lub nie widzieli się przez miesiąc?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_7;;skala6_r13;IJZ_13;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak krytyczna w stosunku do Ciebie jest ta osoba?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_8;;skala6_r14;IJZ_14;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jeśli chciałbyś dokądś wyjść lub robić coś wieczorem, jak pewny jesteś, że ta osoba będzie chciała robić to z Tobą?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_9;;skala6_r15;IJZ_15;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo czujesz się odpowiedzialny za dobre samopoczucie tej osoby?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_10;;skala6_r16;IJZ_16;RelationDeep;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo jesteś zależny od tej osoby?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_11;;skala6_r17;IJZ_17;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu możesz liczyć na to, że ta osoba wysłucha Cię, gdy jesteś na kogoś zły?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_12;;skala6_r18;IJZ_18;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo chciałbyś, aby ta osoba się zmieniła?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_13;;skala6_r19;IJZ_19;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo złości Ciebie ta osoba?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_14;;skala6_r20;IJZ_20;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak bardzo kłócisz sie z tą osobą?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_15;;skala6_r21;IJZ_21;Support;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - W jakim stopniu naprawdę możesz liczyć na tę osobę, że odwróci ona Twoją uwagę od Twoich obaw, gdy jesteś zestresowany?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_16;;skala6_r22;IJZ_22;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często ta osoba powoduje, że się złościsz?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_17;;skala6_r23;IJZ_23;Conflict;;;;Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często ta osoba próbuje kontrolować lub wpływać na Twoje życie?;1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych
SIFS_18;;skala7_r1;SIFS_1;-IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Potrafię poradzić sobie z większością moich emocji.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_19;;skala7_r2;SIFS_2;IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Doznanie porażki lub rozczarowania mocno obniża moją samoocenę.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_20;;skala7_r3;SIFS_3;IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Odczuwam wielką pustkę wewnątrz siebie.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_21;;skala7_r4;SIFS_4;IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasami trudno mi odróżnić własne emocje od emocji innych ludzi.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_22;;skala7_r5;SIFS_5;IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czuję się pogubiony w tym, kim naprawdę jestem.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_23;;skala7_r6;SIFS_6;-IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Rozpoznaję siebie w tym, jak opisuję mnie inni ludzie.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SIFS_24;;skala7_r7;SIFS_7;IDENTITY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Często mam poczucie, że moje życie nie ma sensu.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_1;;skala7_r8;SIFS_8;-SELD_DIRECTION;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Wyznaczam sobie rozsądne cele i dobieram odpowiednie środki, aby te cele osiągać.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_2;;skala7_r9;SIFS_9;SELD_DIRECTION;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasem nie rozumiem, dlaczego zachowałem się w określony sposób albo dlaczego podjąłem jakąś decyzję.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_3;;skala7_r10;SIFS_10;SELD_DIRECTION;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje działania i decyzje podporządkowane są aktualnym pilnym potrzebom, jakie odczuwam, bez uwzględniania innych rzeczy.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_4;;skala7_r11;SIFS_11;SELD_DIRECTION;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Często zmieniam moje plany i cele życiowe.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_5;;skala7_r12;SIFS_12;-SELD_DIRECTION;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje działania i decyzje są zgodne z moimi wartościami i przekonaniami.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_6;;skala7_r13;SIFS_13;EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Ludzie często reagują negatywnie na moje słowa lub działania, a ja zupełnie nie mogę zrozumieć, dlaczego.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
RAS_7;;skala7_r14;SIFS_14;EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Ludzie obwiniają mnie, że jestem niewrażliwy na innych.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_1;;skala7_r15;SIFS_15;EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasem nie rozumiem, dlaczego ludzie zachowują się wobec mnie w dany sposób.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_2;;skala7_r16;SIFS_16;EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Niezbyt mnie interesują uczucia i problemy innych ludzi.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_3;;skala7_r17;SIFS_17;-EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Podczas dyskusji jestem bardzo zainteresowany punktem widzenia innych osób.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_4;;skala7_r18;SIFS_18;EMPATHY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jeśli ktoś nie myśli tak jak ja lub przeciwstawia mi się, zwykle reaguję negatywnie lub ze złością, nawet jeśli on zachowuje się uprzejmie.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_5;;skala7_r19;SIFS_19;-INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Mam z wieloma ludźmi takie relacje, które są satysfakcjonujące dla mnie i dla nich.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_6;;skala7_r20;SIFS_20;INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje związki przyjacielskie lub romantyczne zwykle nie trwają długo.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_7;;skala7_r21;SIFS_21;INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jeśli jestem z innymi w jakimś związku, to przede wszystkim dlatego, żeby zaspokajali jakieś moje potrzeby.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_8;;skala7_r22;SIFS_22;INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Nie odczuwam potrzeby ani nie jestem zainteresowany tym, aby podtrzymywać relacje z innymi.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_9;;skala7_r23;SIFS_23;INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Nie ufam innym i wolę utrzymywać dystans wobec nich, aby nie dać się wykorzystać.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
SCL_10;;skala7_r24;SIFS_24;-INTIMACY;;;;Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jest w moim życiu wiele osób, które są mi bliskie, i z którymi mam relację opartą na szacunku, więzi i wzajemnym wsparciu.;0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje
