"","variable","question","labels"
"324","skala6_r23","Proszę skorzystać z poniższej skali, aby odpowiedzieć na pytania dotyczące Pana relacji z partnerką/partnerem: - Jak często ta osoba próbuje kontrolować lub wpływać na Twoje życie?","1:1 dane zjawisko nie występuje, 2:2, 3:3, 4:4 wysokie natężenie danego zjawiska, 99:uzasadniony brak danych"
"325","skala7_r1","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Potrafię poradzić sobie z większością moich emocji.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"326","skala7_r2","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Doznanie porażki lub rozczarowania mocno obniża moją samoocenę.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"327","skala7_r3","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Odczuwam wielką pustkę wewnątrz siebie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"328","skala7_r4","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasami trudno mi odróżnić własne emocje od emocji innych ludzi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"329","skala7_r5","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czuję się pogubiony w tym, kim naprawdę jestem.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"330","skala7_r6","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Rozpoznaję siebie w tym, jak opisuję mnie inni ludzie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"331","skala7_r7","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Często mam poczucie, że moje życie nie ma sensu.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"332","skala7_r8","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Wyznaczam sobie rozsądne cele i dobieram odpowiednie środki, aby te cele osiągać.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"333","skala7_r9","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasem nie rozumiem, dlaczego zachowałem się w określony sposób albo dlaczego podjąłem jakąś decyzję.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"334","skala7_r10","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje działania i decyzje podporządkowane są aktualnym pilnym potrzebom, jakie odczuwam, bez uwzględniania innych rzeczy.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"335","skala7_r11","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Często zmieniam moje plany i cele życiowe.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"336","skala7_r12","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje działania i decyzje są zgodne z moimi wartościami i przekonaniami.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"337","skala7_r13","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Ludzie często reagują negatywnie na moje słowa lub działania, a ja zupełnie nie mogę zrozumieć, dlaczego.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"338","skala7_r14","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Ludzie obwiniają mnie, że jestem niewrażliwy na innych.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"339","skala7_r15","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Czasem nie rozumiem, dlaczego ludzie zachowują się wobec mnie w dany sposób.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"340","skala7_r16","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Niezbyt mnie interesują uczucia i problemy innych ludzi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"341","skala7_r17","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Podczas dyskusji jestem bardzo zainteresowany punktem widzenia innych osób.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"342","skala7_r18","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jeśli ktoś nie myśli tak jak ja lub przeciwstawia mi się, zwykle reaguję negatywnie lub ze złością, nawet jeśli on zachowuje się uprzejmie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"343","skala7_r19","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Mam z wieloma ludźmi takie relacje, które są satysfakcjonujące dla mnie i dla nich.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"344","skala7_r20","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Moje związki przyjacielskie lub romantyczne zwykle nie trwają długo.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"345","skala7_r21","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jeśli jestem z innymi w jakimś związku, to przede wszystkim dlatego, żeby zaspokajali jakieś moje potrzeby.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"346","skala7_r22","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Nie odczuwam potrzeby ani nie jestem zainteresowany tym, aby podtrzymywać relacje z innymi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"347","skala7_r23","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Nie ufam innym i wolę utrzymywać dystans wobec nich, aby nie dać się wykorzystać.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"348","skala7_r24","Proszę odpowiadać spontanicznie, zgodnie ze swoim pierwszym wrażeniem. - Jest w moim życiu wiele osób, które są mi bliskie, i z którymi mam relację opartą na szacunku, więzi i wzajemnym wsparciu.","0:0 W ogóle mnie nie opisuje, 1:1 Trochę mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Całkowicie trafnie mnie opisuje"
"349","skala8a_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo Twój partner/partnerka odpowiada Twoim potrzebom?","1:A Słabo, 2:B, 3:C Przeciętnie, 4:D, 5:E Nadzwyczaj, 99:uzasadniony brak danych"
"350","skala8b_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Ogólnie rzecz biorąc, jak bardzo jesteś zadowolony ze swojego związku?","1:A Niezadowolony, 2:B, 3:C Przeciętnie, 4:D, 5:E Niezmiernie zadowolony, 99:uzasadniony brak danych"
"351","skala8c_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak udana jest Twoja relacja w porównaniu z większością relacji?","1:A Słaba, 2:B, 3:C Przeciętnia, 4:D, 5:E Doskonała, 99:uzasadniony brak danych"
"352","skala8d_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak często zdarza Ci się myśleć, że lepiej byłoby nie wchodzić w ten związek?","1:A Nigdy, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo często, 99:uzasadniony brak danych"
"353","skala8e_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - W jakim stopniu ten związek spełnił Twoje pierwotne oczekiwania?","1:A Prawie w ogóle, 2:B, 3:C Przeciętnie, 4:D, 5:E Całkowicie, 99:uzasadniony brak danych"
"354","skala8f_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo kochasz swojego partnera/partnerkę?","1:A Niezbyt, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo mocno, 99:uzasadniony brak danych"
"355","skala8g_r1","Zaznacz odpowiedź, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak dużo problemów istnieje w waszym związku?","1:A Bardzo mało, 2:B, 3:C Przeciętnie, 4:D, 5:E Bardzo dużo, 99:uzasadniony brak danych"
"356","skala9_r1","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle głowy.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"357","skala9_r2","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle w klatce piersiowej.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"358","skala9_r3","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Skurcze mięśni.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"359","skala9_r4","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle mięśni.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"360","skala9_r5","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach przed samotnym wyjściem z domu.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"361","skala9_r6","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie strachu z powodu długotrwałego przebywania poza domem.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"362","skala9_r7","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach z powodu zatłoczenia.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"363","skala9_r8","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Zawroty głowy.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"364","skala9_r9","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Strach przed powiedzeniem czegoś wstydliwego.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"365","skala9_r10","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Odczucie, że inni nie lubią mnie.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"366","skala9_r11","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle ramion i nóg.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"367","skala9_r12","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Nudności.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"368","skala9_r13","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Silne uderzenia serca.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"369","skala9_r14","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie strachu w miejscach publicznych.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"370","skala9_r15","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Szybkie bicie serca.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"371","skala9_r16","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Bóle pleców.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"372","skala9_r17","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Problemy żołądkowe.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"373","skala9_r18","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Zahamowania przy współpracy z innymi.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"374","skala9_r19","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Nie czuję się bezpiecznie, gdy inni patrzą na mnie","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"375","skala9_r20","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Melancholia.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"376","skala9_r21","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie wewnętrznej pustki.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"377","skala9_r22","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Uczucie, że lepiej być martwym.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"378","skala9_r23","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Utrata wszelkiej nadziei.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
"379","skala9_r24","Poniżej znajdą Państwo opis objawów, które czasem występują u pewnych osób. Prosimy o zaznaczenie w każdej linii, jak często dany symptom w Pana przypadku występuje. - Utrata radości.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Często, 5:5 Bardzo często"
