"","variable","question","labels"
"292","skala5_r1","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Myœlenie o moich osobistych sprawach, moim zdrowiu, moich troskach czy moich relacjach z innymi potrafi mnie ca³kowicie poch³on¹æ.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"293","skala5_r2","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Moje uczucia ³atwo uraziæ drwin¹ czy lekcewa¿¹cymi uwagami ze strony innych.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"294","skala5_r3","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Kiedy wchodzê do pokoju, czêsto czujê, ¿e stajê siê obiektem uwagi innych i czujê ich wzrok na sobie.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"295","skala5_r4","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Nie lubiê dzieliæ siê zas³ugami z innymi.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"296","skala5_r5","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Czujê, ¿e i bez troszczenia siê o k³opoty innych ludzi mam wystarczaj¹co du¿o na g³owie.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"297","skala5_r6","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Czujê, ¿e temperamentalnie jestem inny od wiêkszoœci ludzi.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"298","skala5_r7","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Czêsto interpretujê uwagi innych w osobisty sposób.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"299","skala5_r8","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - £atwo poch³aniaj¹ mnie moje w³asne sprawy i zapominam o istnieniu innych.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"300","skala5_r9","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - Nie lubiê przebywaæ z grup¹, chyba ¿e wiem, ¿e jestem doceniany przez co najmniej jednego z obecnych.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"301","skala5_r10","Odpowiedz na poni¿sze pytania decyduj¹c w jakim stopniu poszczególne stwierdzenia s¹ charakterystyczne: - W œrodku irytuje mnie lub denerwuje kiedy inni ludzie przychodz¹ do mnie z problemami, prosz¹c mnie o mój czas i wspó³czucie.","1:1 bardzo nietypowe lub nieprawdziwe, zupe³nie siê nie zgadzam, 2:2 nietypowe dla mnie, 3:3 neutralne, 4:4 typowe dla mnie, 5:5 bardzo typowe lub prawdziwe, zupe³nie siê zgadzam"
"302","skala6_r1","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - W jakim stopniu mo¿esz zg³osiæ siê do tej osoby po radê w sytuacji problemowej?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"303","skala6_r2","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak czêsto musisz ciê¿ko pracowaæ, aby unikn¹æ konfliktu z t¹ osob¹?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"304","skala6_r3","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - W jakim stopniu mo¿esz liczyæ na pomoc tej osoby, kiedy masz problem?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"305","skala6_r4","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo ta osoba sprawia, ¿e czasami czujesz siê zdenerwowany?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"306","skala6_r5","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - W jakim stopniu mo¿esz spodziewaæ siê, ¿e ta osoba udzieli Ci szczerych informacji, nawet jeœli nie chcesz ich s³uchaæ?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"307","skala6_r6","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo ta osoba sprawia, ¿e czujesz siê winny?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"308","skala6_r7","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak myœlisz, w jakim stopniu mo¿esz liczyæ na pomoc tej osoby w przypadku œmierci bliskiego cz³onka Twojej rodziny?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"309","skala6_r8","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo ta osoba chce, abyœ siê zmieni³?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"310","skala6_r9","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak pozytywn¹ rolê ta osoba odgrywa w Twoim ¿yciu?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"311","skala6_r10","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak znacz¹ca jest ta relacja w Twoim ¿yciu?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"312","skala6_r11","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak myœlisz, jak bliski bêdzie Twój zwi¹zek z t¹ osob¹ za 10 lat?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"313","skala6_r12","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo têskni³byœ za t¹ osob¹, gdybyœcie oboje nie rozmawiali ze sob¹ lub nie widzieli siê przez miesi¹c?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"314","skala6_r13","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak krytyczna w stosunku do Ciebie jest ta osoba?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"315","skala6_r14","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jeœli chcia³byœ dok¹dœ wyjœæ lub robiæ coœ wieczorem, jak pewny jesteœ, ¿e ta osoba bêdzie chcia³a robiæ to z Tob¹?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"316","skala6_r15","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo czujesz siê odpowiedzialny za dobre samopoczucie tej osoby?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"317","skala6_r16","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo jesteœ zale¿ny od tej osoby?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"318","skala6_r17","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - W jakim stopniu mo¿esz liczyæ na to, ¿e ta osoba wys³ucha Ciê, gdy jesteœ na kogoœ z³y?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"319","skala6_r18","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo chcia³byœ, aby ta osoba siê zmieni³a?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"320","skala6_r19","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo z³oœci Ciebie ta osoba?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"321","skala6_r20","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak bardzo k³ócisz sie z t¹ osob¹?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"322","skala6_r21","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - W jakim stopniu naprawdê mo¿esz liczyæ na tê osobê, ¿e odwróci ona Twoj¹ uwagê od Twoich obaw, gdy jesteœ zestresowany?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"323","skala6_r22","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak czêsto ta osoba powoduje, ¿e siê z³oœcisz?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"324","skala6_r23","Proszê skorzystaæ z poni¿szej skali, aby odpowiedzieæ na pytania dotycz¹ce Pana relacji z partnerk¹/partnerem: - Jak czêsto ta osoba próbuje kontrolowaæ lub wp³ywaæ na Twoje ¿ycie?","1:1 dane zjawisko nie wystêpuje, 2:2, 3:3, 4:4 wysokie natê¿enie danego zjawiska, 99:uzasadniony brak danych"
"325","skala7_r1","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Potrafiê poradziæ sobie z wiêkszoœci¹ moich emocji.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"326","skala7_r2","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Doznanie pora¿ki lub rozczarowania mocno obni¿a moj¹ samoocenê.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"327","skala7_r3","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Odczuwam wielk¹ pustkê wewn¹trz siebie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"328","skala7_r4","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czasami trudno mi odró¿niæ w³asne emocje od emocji innych ludzi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"329","skala7_r5","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czujê siê pogubiony w tym, kim naprawdê jestem.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"330","skala7_r6","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Rozpoznajê siebie w tym, jak opisujê mnie inni ludzie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"331","skala7_r7","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czêsto mam poczucie, ¿e moje ¿ycie nie ma sensu.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"332","skala7_r8","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Wyznaczam sobie rozs¹dne cele i dobieram odpowiednie œrodki, aby te cele osi¹gaæ.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"333","skala7_r9","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czasem nie rozumiem, dlaczego zachowa³em siê w okreœlony sposób albo dlaczego podj¹³em jak¹œ decyzjê.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"334","skala7_r10","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Moje dzia³ania i decyzje podporz¹dkowane s¹ aktualnym pilnym potrzebom, jakie odczuwam, bez uwzglêdniania innych rzeczy.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"335","skala7_r11","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czêsto zmieniam moje plany i cele ¿yciowe.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"336","skala7_r12","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Moje dzia³ania i decyzje s¹ zgodne z moimi wartoœciami i przekonaniami.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"337","skala7_r13","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Ludzie czêsto reaguj¹ negatywnie na moje s³owa lub dzia³ania, a ja zupe³nie nie mogê zrozumieæ, dlaczego.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"338","skala7_r14","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Ludzie obwiniaj¹ mnie, ¿e jestem niewra¿liwy na innych.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"339","skala7_r15","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Czasem nie rozumiem, dlaczego ludzie zachowuj¹ siê wobec mnie w dany sposób.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"340","skala7_r16","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Niezbyt mnie interesuj¹ uczucia i problemy innych ludzi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"341","skala7_r17","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Podczas dyskusji jestem bardzo zainteresowany punktem widzenia innych osób.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"342","skala7_r18","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Jeœli ktoœ nie myœli tak jak ja lub przeciwstawia mi siê, zwykle reagujê negatywnie lub ze z³oœci¹, nawet jeœli on zachowuje siê uprzejmie.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"343","skala7_r19","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Mam z wieloma ludŸmi takie relacje, które s¹ satysfakcjonuj¹ce dla mnie i dla nich.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"344","skala7_r20","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Moje zwi¹zki przyjacielskie lub romantyczne zwykle nie trwaj¹ d³ugo.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"345","skala7_r21","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Jeœli jestem z innymi w jakimœ zwi¹zku, to przede wszystkim dlatego, ¿eby zaspokajali jakieœ moje potrzeby.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"346","skala7_r22","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Nie odczuwam potrzeby ani nie jestem zainteresowany tym, aby podtrzymywaæ relacje z innymi.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"347","skala7_r23","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Nie ufam innym i wolê utrzymywaæ dystans wobec nich, aby nie daæ siê wykorzystaæ.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"348","skala7_r24","Proszê odpowiadaæ spontanicznie, zgodnie ze swoim pierwszym wra¿eniem. - Jest w moim ¿yciu wiele osób, które s¹ mi bliskie, i z którymi mam relacjê opart¹ na szacunku, wiêzi i wzajemnym wsparciu.","0:0 W ogóle mnie nie opisuje, 1:1 Trochê mnie nie opisuje, 2:2 Umiarkowanie mnie nie opisuje, 3:3 Dobrze mnie opisuje, 4:4 Ca³kowicie trafnie mnie opisuje"
"349","skala8a_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo Twój partner/partnerka odpowiada Twoim potrzebom?","1:A S³abo, 2:B, 3:C Przeciêtnie, 4:D, 5:E Nadzwyczaj, 99:uzasadniony brak danych"
"350","skala8b_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Ogólnie rzecz bior¹c, jak bardzo jesteœ zadowolony ze swojego zwi¹zku?","1:A Niezadowolony, 2:B, 3:C Przeciêtnie, 4:D, 5:E Niezmiernie zadowolony, 99:uzasadniony brak danych"
"351","skala8c_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak udana jest Twoja relacja w porównaniu z wiêkszoœci¹ relacji?","1:A S³aba, 2:B, 3:C Przeciêtnia, 4:D, 5:E Doskona³a, 99:uzasadniony brak danych"
"352","skala8d_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak czêsto zdarza Ci siê myœleæ, ¿e lepiej by³oby nie wchodziæ w ten zwi¹zek?","1:A Nigdy, 2:B, 3:C Przeciêtnie, 4:D, 5:E Bardzo czêsto, 99:uzasadniony brak danych"
"353","skala8e_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - W jakim stopniu ten zwi¹zek spe³ni³ Twoje pierwotne oczekiwania?","1:A Prawie w ogóle, 2:B, 3:C Przeciêtnie, 4:D, 5:E Ca³kowicie, 99:uzasadniony brak danych"
"354","skala8f_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak bardzo kochasz swojego partnera/partnerkê?","1:A Niezbyt, 2:B, 3:C Przeciêtnie, 4:D, 5:E Bardzo mocno, 99:uzasadniony brak danych"
"355","skala8g_r1","Zaznacz odpowiedŸ, która najlepiej oddaje Twoje przekonanie na dany temat: - Jak du¿o problemów istnieje w waszym zwi¹zku?","1:A Bardzo ma³o, 2:B, 3:C Przeciêtnie, 4:D, 5:E Bardzo du¿o, 99:uzasadniony brak danych"
"356","skala9_r1","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Bóle g³owy.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"357","skala9_r2","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Bóle w klatce piersiowej.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"358","skala9_r3","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Skurcze miêœni.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"359","skala9_r4","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Bóle miêœni.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"360","skala9_r5","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Strach przed samotnym wyjœciem z domu.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"361","skala9_r6","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Uczucie strachu z powodu d³ugotrwa³ego przebywania poza domem.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
"362","skala9_r7","Poni¿ej znajd¹ Pañstwo opis objawów, które czasem wystêpuj¹ u pewnych osób. Prosimy o zaznaczenie w ka¿dej linii, jak czêsto dany symptom w Pana przypadku wystêpuje. - Strach z powodu zat³oczenia.","1:1 Nigdy, 2:2 Rzadko, 3:3 Czasami, 4:4 Czêsto, 5:5 Bardzo czêsto"
